,id,premium,name,department,has_test,response_letter_required,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,insider_interview,url,adv_response_url,alternate_url,relations,contacts,working_days,working_time_intervals,working_time_modes,accept_temporary,area.id,area.name,area.url,salary.from,salary.to,salary.currency,salary.gross,type.id,type.name,employer.id,employer.name,employer.url,employer.alternate_url,employer.logo_urls,employer.vacancies_url,employer.trusted,snippet.requirement,snippet.responsibility,schedule.id,schedule.name,address.city,address.street,address.building,address.description,address.lat,address.lng,address.raw,address.metro.station_name,address.metro.line_name,address.metro.station_id,address.metro.line_id,address.metro.lat,address.metro.lng,address.metro_stations,address.id,employer.logo_urls.original,employer.logo_urls.90,employer.logo_urls.240,address.metro,salary,department.id,department.name
14,54666778,False,Военнослужащий по контракту,,False,False,,,,2022-05-07T21:47:18+0300,2022-05-07T21:47:18+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54666778,,https://api.hh.ru/vacancies/54666778?host=hh.ru,https://api.hh.ru/vacancies/54666778/adv_response?host=hh.ru,https://hh.ru/vacancy/54666778,[],,[],[],[],False,3932,Барятино (Калужская область),https://api.hh.ru/areas/3932,200000.0,350000.0,RUR,False,open,Открытая,1586217,Пункт отбора на военную службу по контракту по Калужской области,https://api.hh.ru/employers/1586217,https://hh.ru/employer/1586217,,https://api.hh.ru/vacancies?employer_id=1586217,True,"По уровню образования: не ниже основного общего. По состоянию здоровья: А-годен к военной службе, Б-годен к военной службе...",Военнослужащий по контракту в войсковую часть. Жилищное обеспечение: - вступление в накопительно - ипотечную систему жилищного обеспечения военнослужащих через 3 года службы...,fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
15,54666795,False,Военнослужащий по контракту,,False,False,,,,2022-05-07T21:47:21+0300,2022-05-07T21:47:21+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54666795,,https://api.hh.ru/vacancies/54666795?host=hh.ru,https://api.hh.ru/vacancies/54666795/adv_response?host=hh.ru,https://hh.ru/vacancy/54666795,[],,[],[],[],False,1869,Кременки,https://api.hh.ru/areas/1869,200000.0,350000.0,RUR,False,open,Открытая,1586217,Пункт отбора на военную службу по контракту по Калужской области,https://api.hh.ru/employers/1586217,https://hh.ru/employer/1586217,,https://api.hh.ru/vacancies?employer_id=1586217,True,"По уровню образования: не ниже основного общего. По состоянию здоровья: А-годен к военной службе, Б-годен к военной службе...",Военнослужащий по контракту в войсковую часть. Жилищное обеспечение: - вступление в накопительно - ипотечную систему жилищного обеспечения военнослужащих через 3 года службы...,fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
16,54666808,False,Военнослужащий по контракту,,False,False,,,,2022-05-07T21:47:22+0300,2022-05-07T21:47:22+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54666808,,https://api.hh.ru/vacancies/54666808?host=hh.ru,https://api.hh.ru/vacancies/54666808/adv_response?host=hh.ru,https://hh.ru/vacancy/54666808,[],,[],[],[],False,3941,Товарково (Калужская область),https://api.hh.ru/areas/3941,200000.0,350000.0,RUR,False,open,Открытая,1586217,Пункт отбора на военную службу по контракту по Калужской области,https://api.hh.ru/employers/1586217,https://hh.ru/employer/1586217,,https://api.hh.ru/vacancies?employer_id=1586217,True,"По уровню образования: не ниже основного общего. По состоянию здоровья: А-годен к военной службе, Б-годен к военной службе...",Военнослужащий по контракту в войсковую часть. Жилищное обеспечение: - вступление в накопительно - ипотечную систему жилищного обеспечения военнослужащих через 3 года службы...,fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
17,54666785,False,Военнослужащий по контракту,,False,False,,,,2022-05-07T21:47:19+0300,2022-05-07T21:47:19+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54666785,,https://api.hh.ru/vacancies/54666785?host=hh.ru,https://api.hh.ru/vacancies/54666785/adv_response?host=hh.ru,https://hh.ru/vacancy/54666785,[],,[],[],[],False,2668,Думиничи,https://api.hh.ru/areas/2668,200000.0,350000.0,RUR,False,open,Открытая,1586217,Пункт отбора на военную службу по контракту по Калужской области,https://api.hh.ru/employers/1586217,https://hh.ru/employer/1586217,,https://api.hh.ru/vacancies?employer_id=1586217,True,"По уровню образования: не ниже основного общего. По состоянию здоровья: А-годен к военной службе, Б-годен к военной службе...",Военнослужащий по контракту в войсковую часть. Жилищное обеспечение: - вступление в накопительно - ипотечную систему жилищного обеспечения военнослужащих через 3 года службы...,fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
18,54666780,False,Военнослужащий по контракту,,False,False,,,,2022-05-07T21:47:19+0300,2022-05-07T21:47:19+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54666780,,https://api.hh.ru/vacancies/54666780?host=hh.ru,https://api.hh.ru/vacancies/54666780/adv_response?host=hh.ru,https://hh.ru/vacancy/54666780,[],,[],[],[],False,3933,Бетлица,https://api.hh.ru/areas/3933,200000.0,350000.0,RUR,False,open,Открытая,1586217,Пункт отбора на военную службу по контракту по Калужской области,https://api.hh.ru/employers/1586217,https://hh.ru/employer/1586217,,https://api.hh.ru/vacancies?employer_id=1586217,True,"По уровню образования: не ниже основного общего. По состоянию здоровья: А-годен к военной службе, Б-годен к военной службе...",Военнослужащий по контракту в войсковую часть. Жилищное обеспечение: - вступление в накопительно - ипотечную систему жилищного обеспечения военнослужащих через 3 года службы...,fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
19,54666793,False,Военнослужащий по контракту,,False,False,,,,2022-05-07T21:47:20+0300,2022-05-07T21:47:20+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54666793,,https://api.hh.ru/vacancies/54666793?host=hh.ru,https://api.hh.ru/vacancies/54666793/adv_response?host=hh.ru,https://hh.ru/vacancy/54666793,[],,[],[],[],False,1867,Козельск,https://api.hh.ru/areas/1867,200000.0,350000.0,RUR,False,open,Открытая,1586217,Пункт отбора на военную службу по контракту по Калужской области,https://api.hh.ru/employers/1586217,https://hh.ru/employer/1586217,,https://api.hh.ru/vacancies?employer_id=1586217,True,"По уровню образования: не ниже основного общего. По состоянию здоровья: А-годен к военной службе, Б-годен к военной службе...",Военнослужащий по контракту в войсковую часть. Жилищное обеспечение: - вступление в накопительно - ипотечную систему жилищного обеспечения военнослужащих через 3 года службы...,fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
20,54666803,False,Военнослужащий по контракту,,False,False,,,,2022-05-07T21:47:21+0300,2022-05-07T21:47:21+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54666803,,https://api.hh.ru/vacancies/54666803?host=hh.ru,https://api.hh.ru/vacancies/54666803/adv_response?host=hh.ru,https://hh.ru/vacancy/54666803,[],,[],[],[],False,3939,Полотняный Завод,https://api.hh.ru/areas/3939,200000.0,350000.0,RUR,False,open,Открытая,1586217,Пункт отбора на военную службу по контракту по Калужской области,https://api.hh.ru/employers/1586217,https://hh.ru/employer/1586217,,https://api.hh.ru/vacancies?employer_id=1586217,True,"По уровню образования: не ниже основного общего. По состоянию здоровья: А-годен к военной службе, Б-годен к военной службе...",Военнослужащий по контракту в войсковую часть. Жилищное обеспечение: - вступление в накопительно - ипотечную систему жилищного обеспечения военнослужащих через 3 года службы...,fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
21,54666806,False,Военнослужащий по контракту,,False,False,,,,2022-05-07T21:47:22+0300,2022-05-07T21:47:22+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54666806,,https://api.hh.ru/vacancies/54666806?host=hh.ru,https://api.hh.ru/vacancies/54666806/adv_response?host=hh.ru,https://hh.ru/vacancy/54666806,[],,[],[],[],False,1876,Спас-Деменск,https://api.hh.ru/areas/1876,200000.0,350000.0,RUR,False,open,Открытая,1586217,Пункт отбора на военную службу по контракту по Калужской области,https://api.hh.ru/employers/1586217,https://hh.ru/employer/1586217,,https://api.hh.ru/vacancies?employer_id=1586217,True,"По уровню образования: не ниже основного общего. По состоянию здоровья: А-годен к военной службе, Б-годен к военной службе...",Военнослужащий по контракту в войсковую часть. Жилищное обеспечение: - вступление в накопительно - ипотечную систему жилищного обеспечения военнослужащих через 3 года службы...,fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
22,54666811,False,Военнослужащий по контракту,,False,False,,,,2022-05-07T21:47:22+0300,2022-05-07T21:47:22+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54666811,,https://api.hh.ru/vacancies/54666811?host=hh.ru,https://api.hh.ru/vacancies/54666811/adv_response?host=hh.ru,https://hh.ru/vacancy/54666811,[],,[],[],[],False,3943,Хвастовичи (Калужская область),https://api.hh.ru/areas/3943,200000.0,350000.0,RUR,False,open,Открытая,1586217,Пункт отбора на военную службу по контракту по Калужской области,https://api.hh.ru/employers/1586217,https://hh.ru/employer/1586217,,https://api.hh.ru/vacancies?employer_id=1586217,True,"По уровню образования: не ниже основного общего. По состоянию здоровья: А-годен к военной службе, Б-годен к военной службе...",Военнослужащий по контракту в войсковую часть. Жилищное обеспечение: - вступление в накопительно - ипотечную систему жилищного обеспечения военнослужащих через 3 года службы...,fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
23,54666807,False,Военнослужащий по контракту,,False,False,,,,2022-05-07T21:47:22+0300,2022-05-07T21:47:22+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54666807,,https://api.hh.ru/vacancies/54666807?host=hh.ru,https://api.hh.ru/vacancies/54666807/adv_response?host=hh.ru,https://hh.ru/vacancy/54666807,[],,[],[],[],False,1878,Таруса,https://api.hh.ru/areas/1878,200000.0,350000.0,RUR,False,open,Открытая,1586217,Пункт отбора на военную службу по контракту по Калужской области,https://api.hh.ru/employers/1586217,https://hh.ru/employer/1586217,,https://api.hh.ru/vacancies?employer_id=1586217,True,"По уровню образования: не ниже основного общего. По состоянию здоровья: А-годен к военной службе, Б-годен к военной службе...",Военнослужащий по контракту в войсковую часть. Жилищное обеспечение: - вступление в накопительно - ипотечную систему жилищного обеспечения военнослужащих через 3 года службы...,fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
24,54666798,False,Военнослужащий по контракту,,False,False,,,,2022-05-07T21:47:21+0300,2022-05-07T21:47:21+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54666798,,https://api.hh.ru/vacancies/54666798?host=hh.ru,https://api.hh.ru/vacancies/54666798/adv_response?host=hh.ru,https://hh.ru/vacancy/54666798,[],,[],[],[],False,1872,Медынь,https://api.hh.ru/areas/1872,200000.0,350000.0,RUR,False,open,Открытая,1586217,Пункт отбора на военную службу по контракту по Калужской области,https://api.hh.ru/employers/1586217,https://hh.ru/employer/1586217,,https://api.hh.ru/vacancies?employer_id=1586217,True,"По уровню образования: не ниже основного общего. По состоянию здоровья: А-годен к военной службе, Б-годен к военной службе...",Военнослужащий по контракту в войсковую часть. Жилищное обеспечение: - вступление в накопительно - ипотечную систему жилищного обеспечения военнослужащих через 3 года службы...,fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
25,54666792,False,Военнослужащий по контракту,,False,False,,,,2022-05-07T21:47:20+0300,2022-05-07T21:47:20+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54666792,,https://api.hh.ru/vacancies/54666792?host=hh.ru,https://api.hh.ru/vacancies/54666792/adv_response?host=hh.ru,https://hh.ru/vacancy/54666792,[],,[],[],[],False,1866,Киров (Калужская область),https://api.hh.ru/areas/1866,200000.0,350000.0,RUR,False,open,Открытая,1586217,Пункт отбора на военную службу по контракту по Калужской области,https://api.hh.ru/employers/1586217,https://hh.ru/employer/1586217,,https://api.hh.ru/vacancies?employer_id=1586217,True,"По уровню образования: не ниже основного общего. По состоянию здоровья: А-годен к военной службе, Б-годен к военной службе...",Военнослужащий по контракту в войсковую часть. Жилищное обеспечение: - вступление в накопительно - ипотечную систему жилищного обеспечения военнослужащих через 3 года службы...,fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
26,54666786,False,Военнослужащий по контракту,,False,False,,,,2022-05-07T21:47:19+0300,2022-05-07T21:47:19+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54666786,,https://api.hh.ru/vacancies/54666786?host=hh.ru,https://api.hh.ru/vacancies/54666786/adv_response?host=hh.ru,https://hh.ru/vacancy/54666786,[],,[],[],[],False,1863,Ермолино (Калужская область),https://api.hh.ru/areas/1863,200000.0,350000.0,RUR,False,open,Открытая,1586217,Пункт отбора на военную службу по контракту по Калужской области,https://api.hh.ru/employers/1586217,https://hh.ru/employer/1586217,,https://api.hh.ru/vacancies?employer_id=1586217,True,"По уровню образования: не ниже основного общего. По состоянию здоровья: А-годен к военной службе, Б-годен к военной службе...",Военнослужащий по контракту в войсковую часть. Жилищное обеспечение: - вступление в накопительно - ипотечную систему жилищного обеспечения военнослужащих через 3 года службы...,fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
